DeltaSVMScore,PWMFlankingScore,Label
0.049765,-175007.8373,0
-0.438987,-159902.6672,0
0.443563,-175808.3624,0
2.116315,-176420.1753,1
0.833103,-174011.4258,1
0.891374,-157467.9641,0
0.346576,-165684.3335,0
0,-170841.7231,0
1.249384,-175437.9325,0
0,-177943.8548,1
-5.684856,-166289.5425,1
-2.810861,-175141.8405,0
-1.079827,-168711.8828,0
0.998771,-169141.3358,0
0.153803,-162293.9564,0
0,-166670.8142,0
-8.950079,-165923.4749,1
-0.352425,-179571.734,0
0,-162686.5657,0
1.271061,-172857.7748,0
-1.835207,-160254.6869,1
0,-171858.8621,0
0,-169896.9081,0
0,-167002.8403,0
-0.570561,-162446.7177,0
0,-168831.8477,0
0,-167815.0783,0
0,-165091.222,0
-3.622896,-161245.3759,1
0,-161315.2553,0
-13.074664,-163948.2549,0
1.636143,-166954.643,0
-7.61263,-169175.503,0
-4.431777,-162967.2078,1
0,-164160.0734,0
-2.078659,-167698.8969,1
0,-164265.5641,0
-3.70532,-163572.5144,0
0,-168418.0317,0
0,-160402.3547,0
0,-172099.0942,0
-0.729107,-165824.6877,0
-0.971484,-163738.6749,0
0.163959,-161907.3123,0
1.395776,-151113.7962,0
-0.869198,-154965.0994,0
2.020569,-154145.8457,0
0.754595,-167166.8179,0
0.718595,-154848.9975,0
0.051638,-168936.4018,0
3.259482,-172674.1921,0
-1.798564,-171586.8875,0
-0.178754,-170623.3097,1
-0.935568,-177614.738,0
-0.239152,-173881.5764,0
-1.218652,-173728.8695,0
0.307168,-176559.7601,0
-0.050313,-172303.2623,0
0,-175368.9573,0
-2.442784,-170566.4947,0
0,-169087.2223,0
0,-176123.9484,0
0,-170850.0683,1
-1.130633,-169341.3099,1
-0.388815,-162197.9144,0
-3.211232,-160712.5671,0
-3.644553,-174680.8553,0
-0.404596,-173673.3158,0
0.376546,-164265.767,1
0,-158268.1699,0
-0.278913,-160284.6622,0
-1.541713,-165756.3001,0
-0.866296,-159104.2459,1
-1.150744,-167753.7359,1
0.135825,-166521.3262,0
-3.954629,-164777.5806,1
-1.325847,-166874.3959,1
-0.437493,-175070.0841,0
-1.435332,-175026.5039,0
-0.578136,-166637.3142,0
0.620412,-170569.9814,0
-0.385875,-168727.7631,0
-4.101603,-164933.6838,0
-0.12714,-169352.3466,0
0,-168397.3289,0
0,-158350.3181,0
0.944003,-161796.9724,0
-0.192978,-172489.5927,0
0,-168454.8233,0
-2.418149,-173259.8775,1
0.287223,-179639.3296,0
-0.124768,-179577.546,0
-0.733907,-170584.5597,0
-0.448755,-171611.4241,0
0.565271,-180273.4739,0
0.924504,-171773.4229,0
-0.309859,-173358.5362,0
-0.1074,-181032.2164,0
2.169057,-169491.3633,0
-0.983671,-163760.8582,1
-0.499971,-161279.2813,0
0,-171359.0907,0
-1.170359,-160870.7426,0
-0.1454,-167924.0137,0
-0.456777,-171815.4443,0
1.523981,-178833.0542,0
1.918911,-166617.7556,1
1.524827,-175917.2306,0
0.803018,-174420.1279,0
0.319148,-166232.9285,0
2.224824,-163498.8519,0
-2.00237,-164097.5643,0
-0.231512,-175683.9411,0
0.5896,-166918.5414,0
-0.844007,-154700.3262,0
-0.088397,-160768.532,0
0,-173463.8024,0
0,-164326.9054,0
2.591961,-160990.4354,0
0.434126,-169630.7774,1
-7.276192,-159257.7869,1
1.470543,-160522.3524,0
0.424462,-163909.0675,0
-1.349433,-164306.0055,0
0.452254,-160416.4239,0
0,-174682.2057,0
0.020644,-164312.6053,0
0,-165764.8649,0
-3.951733,-146978.9352,0
0,-169935.2228,1
-0.464692,-166137.0103,0
0.029289,-165737.3212,0
-2.939971,-171851.7828,1
1.428743,-182652.8709,0
1.391294,-179225.4229,0
0,-166256.5918,0
-1.123705,-169753.704,1
1.89082,-165621.4171,0
0.608904,-154045.3108,0
0.346491,-166580.3958,0
0,-162960.6679,0
-0.476723,-157108.6895,0
4.83501,-164585.1731,0
0,-162030.6971,0
0,-158549.9752,0
0.850825,-147970.3519,0
-2.658168,-159511.0448,0
0.068566,-156953.7831,0
4.038638,-175356.5978,0
0.02485,-169170.3582,1
1.076834,-176002.5927,0
-0.178928,-163566.4214,0
-0.661456,-184059.7931,0
0.267013,-167289.2379,0
0.025017,-170301.6324,0
0.826675,-168044.0294,0
-0.347093,-174208.906,0
0,-173858.0274,0
8.441032,-177609.2629,1
-0.325598,-170358.1756,0
-1.011599,-156948.3367,0
0.590631,-171638.7376,0
-0.049723,-172820.1036,0
0.541143,-172701.1022,0
0.659026,-167437.5324,0
2.635221,-167814.1186,0
4.397237,-176188.2004,0
0.583814,-171498.3384,0
1.408279,-177247.4684,0
-0.715612,-175943.0311,0
0.027282,-170388.1524,0
2.978008,-178375.1033,0
-1.120707,-174717.095,0
0.506585,-169621.623,0
0.520574,-161351.5643,0
2.462978,-158528.4207,0
0.107202,-165672.2877,0
0,-172424.3887,0
-0.398942,-171324.4491,1
0,-172261.5735,0
0,-166822.5797,0
-1.564587,-174265.9027,0
-0.182681,-175417.0519,0
-0.043048,-176708.2642,0
-0.152818,-167732.9417,0
1.94131,-177192.8192,0
0.16588,-165039.3239,1
-0.506954,-166284.8287,0
-2.361177,-169999.1122,0
0,-163573.7699,0
0,-171136.7018,0
-0.224733,-172446.4081,0
-1.315419,-166191.5392,0
0.279554,-167252.1673,0
-1.093133,-174684.388,0
0,-156403.0174,0
0.152485,-153404.4729,0
0,-167474.592,0
0.330489,-167093.0806,0
-0.459008,-164020.6164,0
1.090442,-172902.1186,0
-0.837549,-157045.8576,1
-1.256449,-175866.2753,0
0,-189824.8197,0
1.826381,-190180.1453,0
0.835683,-193375.8286,0
-1.247835,-182988.5975,0
-1.547943,-175785.2171,0
1.702837,-171364.6954,0
-0.646085,-179944.7189,0
-5.910955,-185772.3119,0
-0.104614,-190108.3471,0
0.927873,-191750.4516,0
0,-189896.5882,0
-2.384758,-182792.1387,0
-2.527269,-164947.6705,1
0.002825,-176469.9575,0
0.278745,-175873.2139,0
-0.686333,-165504.4588,1
0.331381,-165065.6622,0
0,-171641.3736,0
0,-163016.9867,0
-0.526156,-177546.4437,0
-4.299638,-181492.7077,0
-1.488849,-178662.692,0
1.15747,-177898.243,0
0.963999,-171717.4034,0
1.035868,-173153.7251,0
-0.566694,-179432.8422,0
0,-165547.4693,0
-0.714345,-163301.8166,0
-0.6513,-171002.5689,0
0,-174323.2676,0
0,-179791.1167,0
0,-172437.8347,0
-0.605002,-171516.283,0
1.55863,-175246.7748,1
3.209087,-176244.4408,0
0.667859,-174050.9306,0
0,-176229.6277,0
-0.535847,-174887.8238,1
0.341938,-172719.276,0
-4.038297,-167404.5845,0
0.393349,-173049.7161,0
0,-177460.2833,0
0.488318,-168676.0802,0
-2.085742,-172382.7137,0
-1.272302,-178652.199,0
2.120256,-174625.1841,0
0.040323,-161115.9679,0
-1.256788,-172433.948,1
1.161469,-175339.2638,0
-1.380499,-173251.7578,0
1.48119,-173975.9636,0
0.086073,-172143.2503,0
0,-171357.2162,0
0.217063,-174631.5182,1
3.47121,-174639.7401,0
-0.089046,-177434.2098,0
-1.921931,-178116.5603,1
0,-166315.5844,0
0,-170391.4107,0
0.570572,-167471.4347,0
0,-175980.6999,1
0.659696,-177388.652,0
0,-172448.5051,0
0.09376,-173539.3995,0
0.834254,-178260.0147,0
0.61553,-165267.4587,1
0.039973,-176971.5342,0
-4.148164,-166230.8734,0
0,-177139.014,0
-0.351897,-179592.0725,0
-0.37321,-173667.1353,0
-0.445458,-166838.2474,0
-5.515582,-166421.699,1
0.780127,-174126.5659,0
0.872949,-172287.1292,0
-0.726572,-163876.2717,0
0.660479,-180901.0329,0
-0.348178,-163167.2006,0
2.099397,-169172.816,0
-1.374881,-172712.2863,0
-1.00649,-167722.3385,0
0,-183113.3107,0
0.049765,-175007.8373,0
2.116315,-176420.1753,1
0,-170894.7212,0
0,-170841.7231,0
0.138775,-169257.3194,0
-0.113958,-168221.1961,0
0.153803,-162293.9564,0
0.261865,-168266.5263,0
0.451487,-160513.5018,1
-0.110161,-161750.7481,0
0.198157,-167787.027,0
0,-164631.7533,0
0,-162163.1025,0
-1.145026,-169064.461,0
-0.334409,-170845.5985,0
0.879801,-168588.6014,0
0,-164160.0734,0
0,-172099.0942,0
-0.388798,-167522.0679,0
0,-160347.7238,0
-0.971484,-163738.6749,0
-2.286707,-163485.9213,0
1.395776,-151113.7962,0
0.718595,-154848.9975,0
0.051638,-168936.4018,0
3.259482,-172674.1921,0
-1.798564,-171586.8875,0
-11.568646,-180888.0209,1
-0.239152,-173881.5764,0
0.307168,-176559.7601,0
0.085694,-179560.9055,0
0,-175368.9573,0
0,-178266.8923,0
0,-176123.9484,0
-0.355039,-167663.0715,0
-4.273379,-159905.3442,0
0,-170850.0683,1
0.707987,-162516.8564,0
1.111976,-167717.9641,0
0.369927,-172142.0478,0
-0.009901,-177153.0924,0
-0.418349,-164242.3362,0
-0.594072,-160915.8938,0
0,-170797.5292,0
1.612432,-163331.6663,1
-1.270123,-168384.8405,0
-1.679603,-165373.1327,0
0.135825,-166521.3262,0
0,-164620.6606,0
0.756351,-166468.2135,1
0.551672,-165224.5346,0
0,-165831.8104,1
-1.663766,-166916.9319,1
0.768754,-166078.8267,0
0.161311,-167033.0999,0
-9.469314,-162370.7412,1
-5.538474,-156136.8089,0
-0.192978,-172489.5927,0
0,-168454.8233,0
0,-166666.0539,0
0,-171889.5951,0
0.277448,-168446.6715,0
1.307069,-173348.4875,0
0.287223,-179639.3296,0
0.653545,-179070.6215,1
0,-176429.1322,0
-2.174331,-180269.4217,0
1.014591,-168082.7981,0
0,-159584.1077,0
0.924504,-171773.4229,0
0.422315,-171622.4506,0
0.900657,-173574.2926,0
0.498755,-170391.479,0
0,-172814.8885,0
-0.960834,-177478.357,0
-0.1074,-181032.2164,0
-0.428006,-178132.5164,0
0.374022,-182190.7122,0
-0.073218,-169708.6517,0
1.111595,-169028.8526,0
1.768744,-160852.8844,0
0,-171359.0907,0
-0.1454,-167924.0137,0
3.927213,-177149.6548,1
-0.895499,-167285.0467,0
0.609989,-170563.758,0
0,-165228.3976,0
0,-163180.663,1
-0.882558,-171928.3993,0
0,-164326.9054,0
0.434126,-169630.7774,1
-4.297924,-167411.2357,0
0.602469,-166396.6359,0
0,-161587.3454,0
0,-174682.2057,0
-0.920328,-164597.5703,0
-0.069636,-167925.192,0
0.029289,-165737.3212,0
-2.939971,-171851.7828,1
1.428743,-182652.8709,0
0.133499,-171037.655,0
0,-170176.2528,0
1.005865,-162923.3344,0
0.346491,-166580.3958,0
0.116493,-166292.0335,0
0,-162030.6971,0
0,-158549.9752,0
-0.985022,-164968.4758,1
-0.243534,-160665.7105,0
0.850825,-147970.3519,1
-0.047562,-164105.4026,0
0.273724,-176093.0621,0
0.085946,-176629.1834,0
-0.28567,-166786.0091,1
1.40456,-171451.1455,0
-0.294648,-172976.0045,0
-2.288478,-175528.7041,0
0,-179815.4189,0
-0.538839,-168187.8752,0
1.105983,-174883.4792,0
-2.019338,-178043.093,1
-0.069967,-174925.6396,0
0.541143,-172701.1022,0
7.015948,-174275.7133,1
0,-168974.881,0
0.756406,-172969.2281,0
4.351166,-172765.3398,0
-0.46878,-169546.7882,0
-0.239774,-167633.5122,1
-0.809061,-165278.425,0
-1.171415,-165803.2143,0
-3.861404,-168461.6774,0
0,-161206.693,0
0.027282,-170388.1524,0
0.761672,-158753.1713,0
-0.703531,-158067.8639,0
-1.659887,-175896.9371,0
0.019206,-178671.0697,0
-4.069948,-172978.4329,0
-0.814656,-185129.8803,0
-0.08877,-166934.661,0
0.16588,-165039.3239,0
0,-168177.4142,0
-1.060078,-173728.2829,0
-1.684218,-166478.5453,0
-1.093133,-174684.388,0
0.705836,-160743.2257,0
0,-156403.0174,0
0.152485,-153404.4729,0
0,-163373.3831,0
-0.459008,-164020.6164,0
0.93196,-159147.1011,0
0.175006,-168517.8537,0
0.524963,-165672.7228,0
-1.256449,-175866.2753,0
-6.344352,-202594.0145,1
-2.887957,-175605.7055,0
2.100773,-193135.63,0
0.835683,-193375.8286,1
-1.247835,-182988.5975,0
-14.14241,-183441.7556,1
-3.135593,-183373.8374,1
-5.910955,-185772.3119,1
-5.113456,-182030.0959,1
0,-189393.422,0
0.927873,-191750.4516,0
0.667866,-168417.0782,0
0.462921,-175536.5702,1
-2.384758,-182792.1387,0
0,-180694.6384,0
0.002825,-176469.9575,0
0,-183636.3382,1
0.278745,-175873.2139,0
-5.731905,-193343.7197,0
1.901312,-191510.6806,0
0,-169369.5344,0
0.726539,-162378.5289,0
0.211852,-182642.9971,0
0,-171641.3736,0
0.050369,-178404.8528,0
-0.526156,-177546.4437,0
-4.299638,-181492.7077,1
-0.680498,-186677.0309,0
-1.488849,-178662.692,0
-3.386357,-175304.93,0
-2.58951,-163675.0017,0
0,-183530.8582,1
-0.566694,-179432.8422,0
-1.102089,-173837.2856,0
0,-165547.4693,1
-0.714345,-163301.8166,0
0,-158596.2714,0
0.570323,-162901.7939,0
0,-172414.2576,1
0,-174323.2676,0
0,-166146.0679,0
-0.874254,-183219.8378,1
0.496178,-170987.1718,0
-0.940282,-188423.4445,0
9.549837,-187468.4986,1
-0.807126,-179999.5388,0
0.667859,-174050.9306,0
1.09962,-170060.7819,0
0,-176229.6277,0
-0.535847,-174887.8238,0
0,-166397.8309,0
-2.88334,-181333.6577,1
-0.376802,-173711.6143,0
-2.913408,-175136.3715,0
0,-177460.2833,0
0,-181790.9939,0
0,-180681.3543,0
0.486086,-171906.5171,0
-0.652369,-174168.5869,0
-0.033621,-183401.972,0
-0.214825,-176603.648,0
0.040323,-161115.9679,0
0,-164893.1799,1
1.161469,-175339.2638,0
0,-182428.7661,0
1.48119,-173975.9636,0
0,-171357.2162,0
-0.778589,-175794.6382,1
-3.209942,-174987.794,0
0,-175980.6999,1
2.035206,-173522.5568,0
0.12861,-169000.6888,0
-19.36782,-168884.0018,1
0.834254,-178260.0147,0
0.039973,-176971.5342,0
0,-157433.9683,0
0.060693,-167926.4802,0
-0.245324,-180228.0118,0
0.59415,-170863.8338,0
0,-162336.0801,0
0.569697,-174276.593,0
0,-162348.9006,0
0.780127,-174126.5659,0
1.123577,-171460.7085,0
0.872949,-172287.1292,0
-0.726572,-163876.2717,0
-9.169351,-177395.1325,1
0,-176083.6839,0
-0.000909,-167489.078,0
-0.309119,-176368.714,0
-1.374881,-172712.2863,0
-1.00649,-167722.3385,0
0,-183113.3107,0
0.049765,-175007.8373,0
-0.438987,-159902.6672,0
0.094073,-172211.0679,1
2.116315,-176420.1753,1
0.531516,-169399.3329,0
0.891374,-157467.9641,0
-0.647686,-169229.4423,0
-2.008243,-169860.9965,0
1.257667,-173355.6185,0
0,-177943.8548,1
-0.388215,-181844.5521,1
0.998771,-169141.3358,0
0.153803,-162293.9564,0
-0.282057,-166554.231,0
0.261865,-168266.5263,0
-0.800052,-165536.6107,1
0,-171223.4614,0
-8.950079,-165923.4749,1
0.243153,-165705.4802,0
0,-162686.5657,0
-1.835207,-160254.6869,1
0,-169896.9081,1
-0.61438,-162972.3065,0
0,-167002.8403,0
0,-168831.8477,1
0,-163976.85,0
0,-167815.0783,0
0,-160383.4061,1
0,-165091.222,0
0,-167177.7072,1
0.198157,-167787.027,0
-13.074664,-163948.2549,1
0,-164631.7533,0
1.636143,-166954.643,0
0.879801,-168588.6014,0
0,-164265.5641,0
0,-168460.3338,1
0,-168418.0317,0
0.738557,-162836.2518,0
-4.604999,-176368.7337,0
0.163959,-161907.3123,0
-0.869198,-154965.0994,1
2.020569,-154145.8457,0
0.754595,-167166.8179,0
3.259482,-172674.1921,0
-1.798564,-171586.8875,0
-1.218652,-173728.8695,0
0.307168,-176559.7601,0
0.538573,-172083.1213,0
-0.355039,-167663.0715,0
0,-170850.0683,1
-0.647365,-166557.627,0
0.707987,-162516.8564,0
1.111976,-167717.9641,0
-0.917817,-166128.0362,0
-0.520143,-180578.1974,0
-0.388815,-162197.9144,0
-3.211232,-160712.5671,0
-0.278913,-160284.6622,0
0,-169178.82,1
-0.505915,-169532.5482,0
-4.538183,-172517.3701,1
-1.401463,-176107.1599,0
-0.515416,-168183.6235,0
-1.679603,-165373.1327,0
-0.645979,-168944.9455,1
-1.663766,-166916.9319,1
0.768754,-166078.8267,0
-0.578136,-166637.3142,0
0.161311,-167033.0999,0
1.053204,-186174.0275,1
-0.245209,-170619.7098,0
-9.469314,-162370.7412,1
-4.101603,-164933.6838,0
-0.502239,-166321.3216,0
-0.12714,-169352.3466,0
-5.538474,-156136.8089,1
0.944003,-161796.9724,0
-0.192978,-172489.5927,0
0,-168454.8233,0
0,-166666.0539,0
0,-171889.5951,0
-2.418149,-173259.8775,1
1.437511,-176682.8622,1
0.565271,-180273.4739,0
0.924504,-171773.4229,0
0.422315,-171622.4506,0
1.050311,-178500.111,0
0.498755,-170391.479,0
0,-172814.8885,0
0.432648,-172661.9931,0
-0.960834,-177478.357,0
-0.428006,-178132.5164,0
0.374022,-182190.7122,0
0,-177895.629,0
2.169057,-169491.3633,0
-0.499971,-161279.2813,0
-1.170359,-160870.7426,0
-0.1454,-167924.0137,0
-5.689162,-166971.0605,1
1.523981,-178833.0542,0
-0.895499,-167285.0467,0
1.918911,-166617.7556,0
-8.599754,-167676.6974,0
8.895381,-171804.4442,0
0.013663,-158181.1287,0
0.5896,-166918.5414,0
0,-170167.0564,0
0,-170453.2427,1
1.44874,-158798.9927,0
0,-164326.9054,0
-11.311509,-158790.7039,0
-7.276192,-159257.7869,1
0.602469,-166396.6359,0
0,-167514.2417,1
0,-161587.3454,0
-1.349433,-164306.0055,0
0.452254,-160416.4239,0
0,-165764.8649,0
-3.951733,-146978.9352,0
1.779419,-180040.2229,0
0,-169935.2228,0
0.029289,-165737.3212,0
-2.939971,-171851.7828,1
0.133499,-171037.655,0
0,-186283.8054,0
1.005865,-162923.3344,0
1.890853,-166715.3329,1
-1.123705,-169753.704,1
0.608904,-154045.3108,0
0,-162960.6679,0
1.444179,-165013.7428,0
0,-175863.8828,1
4.83501,-164585.1731,0
0,-155273.8944,0
-1.490095,-161816.3311,1
-2.658168,-159511.0448,0
0.068566,-156953.7831,0
4.038638,-175356.5978,0
1.076834,-176002.5927,0
-3.400012,-172425.9479,0
-0.294648,-172976.0045,0
0,-179815.4189,0
0.025017,-170301.6324,0
-0.285335,-178055.0804,1
0,-167822.1518,0
1.204817,-167954.3023,0
-0.347093,-174208.906,0
-0.325598,-170358.1756,1
0.219881,-157002.3831,0
-0.069967,-174925.6396,0
0.541143,-172701.1022,0
0,-168974.881,0
4.351166,-172765.3398,0
0.659026,-167437.5324,0
0.431751,-153357.1119,0
0.583814,-171498.3384,0
2.978008,-178375.1033,0
0,-179150.135,0
-1.120707,-174717.095,0
-1.123063,-162902.1834,0
2.462978,-158528.4207,0
0,-159407.7429,0
0.761672,-158753.1713,0
-0.484556,-161014.5642,0
-2.787682,-165282.3918,0
0,-162880.9857,0
-1.182928,-167039.7884,0
0,-177592.8532,0
0,-177905.8962,1
0,-172261.5735,0
0.019206,-178671.0697,0
-0.814656,-185129.8803,1
-0.152818,-167732.9417,0
-0.08877,-166934.661,1
0.539234,-166541.2487,0
0,-163573.7699,0
-1.060078,-173728.2829,1
-1.315419,-166191.5392,0
0,-173148.287,0
-1.093133,-174684.388,0
