Chr_Pos_Ref/Alt,DeltaSVMScore,PWMFlankingScore,Label
92,0.11255450421,-1.04396855527,1
93,-0.984967187856,-3.2037215674,0
94,0.234351384232,-13.6334584093,1
95,-0.905530075723,-14.4265513158,1
96,0.794148222322,-11.0614867388,0
97,0.502955002931,-18.0820086979,0
98,-0.835625335201,-12.8952746294,1
99,0.00368948911867,-3.44365594836,1
100,0.547077020327,-15.6259973025,0
101,0.279696308312,-10.369154311,0
102,-0.673670303634,-7.87062715226,0
103,-0.547177645567,-17.6770474359,1
104,0.567447669265,-9.44468017753,0
105,-0.730226749112,-18.8769359892,1
106,0.613781970438,-11.9429157608,0
107,0.438873319618,-15.319094787,1
108,-0.395076366138,-9.60528641715,0
109,-0.666662223082,-15.4283306986,0
110,-0.786203670472,-5.11930702594,1
111,-0.675065795988,-3.41919470953,1
112,-0.0225344663248,-7.47990895178,0
113,-0.793678785649,-1.17046663984,1
114,0.695962999505,-18.4818104089,0
115,0.848329122954,-16.3376459002,1
116,-0.258682086572,-3.62187544183,0
117,-0.425467541582,-18.3766915275,1
118,-0.648586627025,-18.5836968281,0
119,-0.956315703671,-10.5765136552,1
120,-0.59240792863,-14.8802689796,0
121,0.10181121673,-3.36484130709,0
122,0.818605974907,-19.3775169137,0
123,-0.12037498248,-16.7556115135,0
124,0.164958681404,-16.7398606555,0
125,0.632124599471,-9.40118852261,1
126,-0.166147301195,-3.79205103897,0
127,0.913949425685,-1.52975752437,1
128,0.313831891886,-12.8073129502,1
129,0.27703262129,-4.25174254328,0
130,-0.556887040748,-6.32392189272,0
131,0.321885791908,-7.82141337789,0
132,0.0435411488068,-10.3124217208,0
133,0.770788176375,-7.46063159861,1
134,0.287867982033,-12.5193470221,1
135,0.09004836814,-2.71838109881,1
136,-0.46324620525,-16.1336552434,1
137,-0.190577489684,-13.717659367,1
138,-0.930972093542,-15.8806320619,0
139,-0.110433322369,-10.8214942587,0
140,0.0535309211636,-16.2342938271,1
141,0.900001782658,-8.03497273513,1
142,-0.876303366233,-9.12759113004,0
143,0.268027242298,-3.34993116794,0
144,0.98514339189,-9.96369053077,1
145,-0.286825817079,-2.63938547547,1
146,-0.263629868484,-17.3346807169,0
147,0.471043782406,-12.2548701404,1
148,-0.195959276633,-9.92776571223,1
149,-0.963969254842,-18.4140446626,1
150,-0.976670546315,-13.8628872446,1
151,0.275387581275,-16.2455136383,0
152,0.198071602336,-15.21135317,1
153,-0.870200485055,-15.4026793214,1
154,-0.227169108927,-17.6661571912,1
155,-0.772714358781,-11.7890890741,1
156,0.987766295315,-13.7076705542,0
157,-0.0244981155946,-1.94157181409,1
158,0.889499103636,-18.4862821351,0
159,-0.646924341432,-6.98527227675,0
160,-0.312297700909,-16.3816683454,1
161,0.0697334094358,-11.4965905014,1
162,-0.309811138916,-7.4259969281,0
163,-0.988913767885,-12.6755435282,0
164,0.457986396498,-11.4494977873,1
165,-0.463883137481,-9.54013100073,0
166,-0.240414708114,-17.5111310292,0
167,0.152026292459,-2.64675004423,0
168,0.447270676567,-16.2827281846,0
169,0.746388537845,-6.18332007436,1
170,0.924927665442,-5.51748819648,1
171,0.173658114561,-3.62877852424,0
172,-0.0557219883483,-7.94064161749,1
173,0.99467993421,-7.04332407184,0
174,0.969947526663,-16.6515414883,0
175,0.491072496915,-4.35395335124,0
176,-0.179360192489,-4.83408778242,1
177,-0.721480848525,-2.34009448773,1
178,-0.762510092382,-14.7978813442,1
179,0.560902224605,-12.2330763047,0
180,0.532337218324,-16.8876555248,1
181,-0.922868277151,-19.8236309335,1
182,-0.496611624376,-19.3979686699,0
183,0.497196143524,-3.18292634054,0
184,0.379728195515,-12.2437546638,0
185,0.805257211541,-9.14456042286,0
186,-0.289610944372,-7.14194580014,1
187,-0.323928305902,-16.8158760191,0
188,-0.82157758879,-9.03784454073,0
189,0.570582770509,-3.73207957624,0
190,0.187497622173,-6.9583050711,1
191,-0.238478016108,-8.65385724619,0
192,-0.965295630744,-13.1055417526,1
193,0.667550579475,-14.0948912562,1
194,-0.754379667088,-9.84944348542,0
195,0.108387508763,-17.9967390666,1
196,-0.814379754744,-7.07851830324,1
197,0.910888264135,-5.06104667354,0
198,0.418923546975,-7.64318795943,0
199,0.604869362554,-12.6613009403,0
200,0.4065310056,-17.2888218532,0
201,0.060410794114,-7.95347876938,0
202,0.61039569542,-17.1407850846,1
203,0.530919948406,-13.7829039476,1
204,-0.260964084325,-7.88120549502,1
205,0.243089148216,-15.0651387752,0
206,0.905658945638,-18.655079126,0
207,-0.210280091408,-5.39524884461,0
208,0.288304513939,-14.8318266871,1
209,0.833517996221,-16.1181558607,1
210,-0.128259318762,-5.85220206305,1
211,-0.985088354647,-5.65140767823,1
212,0.504492451074,-13.1360859397,1
213,0.98692226784,-10.8343486725,1
214,-0.502433302887,-2.08127304275,0
215,0.0869096730711,-19.966476095,1
216,0.545956413551,-11.7103751616,1
217,0.750436614686,-16.0339135354,1
218,-0.77758518551,-11.5454417618,0
219,-0.688028595192,-18.2074322812,1
220,-0.888631825708,-3.55641975333,1
221,-0.0978258387022,-8.12795561521,1
222,0.78359695217,-15.9566551548,0
223,0.563769579164,-1.01562971556,1
224,-0.63092156874,-10.7350758764,1
225,-0.924980175973,-1.7968500404,0
226,0.139421425025,-1.69074567454,0
227,0.255659701437,-9.90563312645,0
228,0.939142669924,-4.60561568297,0
229,-0.217698720297,-18.6326737895,1
230,0.0937454257306,-7.67224451761,1
231,0.928528194856,-19.4941047325,0
232,-0.829115688803,-14.148317552,0
233,-0.124303742526,-17.246562971,1
234,-0.533285815317,-19.7333786306,0
235,-0.464092124904,-13.1660924102,1
236,-0.0684288332002,-9.95632989131,1
237,0.666705249944,-13.6495948637,0
238,0.392608655788,-3.66519690834,0
239,0.0532546507093,-6.95092898533,1
240,0.902377708541,-15.9228920292,0
241,0.872008759137,-16.0783726046,1
242,0.408142048763,-13.8820958656,1
243,0.320016831216,-16.0304885138,0
244,0.401091164507,-16.960461747,0
245,-0.109581324656,-14.1326756162,1
246,0.112031601218,-1.47861355839,1
247,0.481588483012,-13.0909383031,1
248,0.611802109329,-10.919586215,1
249,-0.402819351157,-8.97034815712,1
250,0.597012658036,-12.8432226521,1
251,0.890580541664,-4.90068174869,1
252,-0.179801955633,-2.55098445789,0
253,-0.132267821247,-12.9665340445,0
254,0.2873355023,-3.24804535551,1
255,0.6998827426,-4.5776090137,0
256,0.95273168704,-1.36323234849,0
257,0.522095592843,-4.84578339748,0
258,-0.565986984104,-19.9655621807,1
259,0.0123041482634,-10.1864341937,1
260,0.992567345921,-12.1468279979,0
261,-0.349426064591,-2.7998811451,0
262,-0.999196275197,-13.1750939571,0
263,0.147514561145,-15.3522054615,0
264,0.869780283746,-12.4207226478,1
265,-0.998639182406,-10.1007934074,1
266,-0.965769071037,-16.8042069121,1
267,-0.778712516758,-9.53097441411,0
268,-0.406587541673,-7.65417813849,0
269,0.0679576392014,-7.81962572701,1
270,0.280091821514,-16.1150061974,1
271,0.912334420047,-13.4554052335,1
272,0.508733588433,-17.8543003737,1
273,-0.383555298732,-4.03930278986,0
274,-0.504937596303,-17.3765875789,0
275,-0.339891194679,-3.60427960487,1
276,-0.301750524924,-15.1272558203,1
277,-0.18788806209,-13.7361849523,1
278,-0.0366670996173,-2.2028961346,1
279,0.515687996148,-7.10274402132,1
280,0.767229894548,-2.50039634238,1
281,0.384559313386,-12.3544807318,1
282,-0.0688869937163,-12.2484094836,1
283,0.684234299638,-18.1786055444,0
284,-0.898238712042,-6.68040944708,1
285,0.01439746786,-19.0537928368,1
286,0.498480652741,-14.2056279489,1
287,-0.0693214483171,-9.31988363131,1
288,-0.135264819092,-15.9509030359,0
289,0.915194052642,-15.9108476465,0
290,0.699165233247,-9.20565283038,1
291,-0.743662995809,-18.5776754035,1
292,0.418327192565,-8.56621782397,1
293,0.915007605233,-19.7888361417,0
294,-0.407119655049,-15.4117196941,0
295,0.864508581547,-17.1179038506,1
296,-0.53358540805,-18.094540295,0
297,-0.851665585738,-12.8161941965,1
298,-0.756984275524,-9.33034776723,0
299,-0.209757152825,-19.8633817103,0
300,0.97374318266,-14.9415571054,1
301,-0.377916889624,-10.5121736255,0
302,0.356751635151,-4.23659241909,1
303,-0.731543386791,-2.94434312145,0
304,-0.87388015946,-18.6015199608,0
305,0.207865468268,-1.64174667644,1
306,0.633758178312,-7.36928811369,0
307,0.906871364718,-14.2415222126,1
308,0.374276981919,-7.84134293972,0
309,0.198715007059,-18.2404430701,0
310,0.334801518426,-10.9003836143,1
311,0.322884271423,-3.87000876205,0
312,0.382562466635,-2.55645972214,1
313,0.288968121359,-14.6912916211,0
314,-0.667597614967,-11.7226874566,1
315,0.80335492059,-15.2343081415,0
316,0.205771284729,-11.857850325,0
317,0.407306855116,-19.0519306033,0
318,-0.986966309151,-13.2949616051,1
319,0.294720467452,-1.64003870626,0
320,-0.700655601619,-1.36757115253,1
321,-0.436899981028,-13.0930143553,0
322,-0.713358855738,-15.3702680274,0
323,-0.0425111347075,-3.53278479291,1
324,-0.424004442914,-18.6897648508,0
325,-0.447455403278,-8.67137488009,0
326,-0.182121219106,-15.6958022514,0
327,-0.12552764577,-18.997914137,1
328,0.22455462406,-4.21618719217,1
329,-0.056074262139,-12.1959824933,1
330,-0.847866344352,-2.03211239148,1
331,0.0652018067628,-16.7610026357,1
332,-0.513641809721,-1.79351064501,1
333,0.253447675227,-1.96185041794,0
334,-0.778128389464,-14.9323158728,0
335,0.593442726236,-5.53785043404,0
336,-0.395844436049,-19.4938407622,0
337,-0.855859066021,-10.1688922839,0
338,-0.445361374308,-12.0821577947,1
339,-0.739595123716,-7.8443262523,1
340,-0.196609768623,-14.4766202674,1
341,-0.391459069075,-1.61504480455,0
342,0.56341526958,-3.50646055946,0
343,-0.035449448121,-11.6352025883,0
344,-0.970272883679,-8.61784104063,1
345,0.666650383086,-11.9753890493,0
346,0.429077595786,-6.40154026647,0
347,0.816990444965,-12.5891496168,1
348,-0.156396546656,-12.6714605208,1
349,-0.554560104457,-4.23631311383,0
350,-0.694705784584,-12.6180078997,1
351,-0.85996785835,-11.8618123453,0
352,0.00332293716631,-17.7506267121,1
353,-0.416639463174,-1.36345775978,0
354,-0.80177117565,-3.20845123768,0
355,-0.631193669074,-10.878192832,1
356,0.532854667631,-4.05494740493,1
357,0.612261632539,-15.3381743904,1
358,-0.096557649204,-19.1598995053,1
359,-0.874787208983,-13.3807750577,0
360,-0.843057976678,-19.1680579345,0
361,-0.399904042098,-8.80827401166,1
362,0.805813003856,-5.06396376141,1
363,0.333769690951,-9.73507595752,1
364,-0.506950261136,-1.94801955372,1
365,-0.808010281057,-4.3338206247,1
366,0.608538092781,-16.5614309592,0
367,0.474106266615,-2.72008844336,0
368,-0.982250404863,-13.9606059525,1
369,-0.15847587173,-18.9254903705,1
370,0.0173743926778,-3.24902741443,1
371,0.597620496796,-9.44569094678,0
372,0.102279029824,-17.8767867531,0
373,-0.337549973745,-17.1964067378,0
374,-0.747856330819,-3.10786609085,1
375,0.2154055445,-14.5014095145,1
376,-0.0494295441599,-5.14939831036,0
377,-0.312756446391,-1.49046122677,0
378,0.622730115251,-2.82980796278,0
379,-0.423080483309,-12.2223020847,0
380,-0.494838733513,-18.444472041,1
381,-0.801950993858,-17.6365673811,0
382,0.367181234564,-16.0082148649,0
383,0.977170564327,-19.0397527541,0
384,-0.776175392082,-3.92931896466,0
385,0.981002495008,-1.25050453571,0
386,-0.821108013002,-2.7305523526,0
387,-0.120280709065,-14.6035109495,1
388,0.207736832509,-2.52006902421,0
389,-0.0432823458422,-14.5930232474,0
390,0.677419663856,-1.48227238126,0
391,-0.275425253603,-18.9611355239,1
392,0.87118534729,-7.12877425017,0
393,-0.0447792873032,-17.9028549479,0
394,-0.0683817213407,-11.9845996121,0
395,-0.736553909724,-18.8961406823,0
396,-0.774990600953,-5.14032107822,1
397,-0.351164326654,-7.49336250742,0
398,0.0769973199282,-7.61079541731,1
399,0.467717507211,-3.03881530975,0
400,-0.589662182754,-19.5333418312,0
401,-0.236678745622,-19.419048127,1
402,-0.203827802691,-6.23573705975,1
403,0.179639500324,-10.9658970938,0
404,-0.212218509529,-3.04886651651,1
405,-0.389378218769,-16.4952373372,0
406,-0.454058655308,-9.09401901173,0
407,0.340740095092,-15.0690185078,0
408,-0.802523827457,-16.47638415,1
409,0.0377566183122,-7.27120894767,1
410,-0.873440598975,-16.7111478296,1
411,-0.76826497184,-8.79431778698,0
412,-0.33664490068,-16.4423803733,0
413,0.414860290889,-8.19558533948,1
414,0.372470921757,-14.6444058379,0
415,0.459876586586,-6.93791414962,1
416,0.29948265642,-14.8622694447,1
417,-0.502974640749,-16.6069232187,0
418,-0.960068699809,-2.70281768912,1
419,0.135455772777,-1.21132273436,1
420,-0.341426139556,-1.32099908079,0
421,-0.251669383797,-16.7850445976,0
422,-0.038442698147,-11.2062276576,0
423,-0.710387950954,-9.75438638568,0
424,0.503254934728,-3.15784654748,1
425,0.575303920973,-11.3385409508,1
426,0.520908920422,-3.20081539833,1
427,0.151157937891,-15.5222607066,1
428,-0.0991015619093,-2.19259693145,0
429,0.843266823113,-7.26748779075,1
430,-0.721657167451,-1.52195030653,1
431,-0.603162080845,-13.1012154264,0
432,-0.17905883389,-11.2472782726,1
433,-0.24696081961,-1.52418021384,0
434,-0.744407902418,-9.71621857991,0
435,0.812677566043,-18.5212991903,0
436,-0.0983579355307,-18.9789361754,0
437,-0.211682625367,-13.0535467561,1
438,-0.125828361786,-17.4538199452,1
439,0.565460507405,-6.72270550402,1
440,0.324676073614,-8.1662302027,0
441,0.595552336336,-6.50657118408,0
442,-0.984064893369,-10.1472266319,1
443,0.0237351285848,-15.645824221,1
444,0.636604777179,-12.3234057374,1
445,-0.488064009557,-7.66427606361,0
446,-0.652079777845,-11.8230005853,0
447,-0.646208510874,-9.59945294612,0
448,-0.978627209355,-4.82072147682,0
449,0.11914943231,-4.63593042756,0
450,0.713339066182,-8.20476723402,0
451,0.834008319006,-16.7637511947,0
452,-0.65877466131,-3.09619281255,0
453,-0.201656850687,-7.92992136522,0
454,-0.461869258707,-12.9730018135,0
455,0.937361604057,-18.8269233011,0
456,0.363097973802,-10.0187279665,0
457,0.787299809173,-17.1622913256,0
458,-0.17347713976,-11.9957156278,1
459,-0.411488686067,-18.4677725002,0
460,0.952059012967,-11.5291156336,0
461,-0.138000078403,-11.6833166394,0
462,0.927007523571,-1.97790630515,0
463,0.201069542256,-15.7126589081,0
464,0.479199524417,-18.6510238343,0
465,-0.548906251496,-11.2419532454,1
466,-0.842922897733,-15.8212215904,0
467,0.612185222138,-5.67603629878,1
468,0.0384615869839,-15.2002320977,1
469,0.467469639618,-6.42723398375,1
470,-0.229331481727,-12.4076171532,0
471,0.498495478006,-18.3233474926,0
472,0.959389037105,-10.5997180563,1
473,-0.307358091874,-15.33889213,1
474,0.694586290289,-15.9527376711,1
475,-0.511134106963,-14.85486115,0
476,0.450270967509,-9.47163571251,1
477,0.0848219937442,-12.4550211317,1
478,-0.0947898748843,-19.4862126493,0
479,0.655549120202,-10.0916719413,0
480,-0.707579234927,-10.4812180237,0
481,0.190135488303,-7.92834308592,1
482,-0.247007121454,-3.08465397035,0
483,-0.710006164829,-11.5752545293,0
484,0.805932850934,-7.2459409983,0
485,-0.412965820272,-13.4285785319,1
486,-0.565812417313,-8.03824922213,0
487,-0.608193828585,-11.193400803,0
488,0.557715952756,-7.04778968289,1
489,-0.0412534822925,-11.5066533981,0
490,0.33873403304,-1.39915005208,1
491,0.940020922489,-11.3217496596,1
492,-0.806034913517,-10.0674342881,1
493,-0.455912545523,-14.1936597155,1
494,-0.0123395024999,-11.1630043925,1
495,0.414000918203,-6.6018299562,0
496,-0.145546561684,-5.27717530722,1
497,-0.606831598209,-1.20485919144,0
498,-0.803371053698,-6.74253216696,0
499,0.707096522919,-7.65353919631,1
500,-0.385972409044,-14.1632381035,1
501,-0.937768000636,-9.85678278884,0
502,0.990817455043,-12.4746041344,1
503,-0.874298299716,-15.8744540548,0
504,0.617604738317,-7.12789725199,1
505,0.00119486227252,-7.63934188349,1
506,-0.993751106634,-12.6048235679,1
507,0.286171481982,-8.49789595271,0
508,0.569858823276,-17.7807491574,1
509,0.104345928752,-3.80205195647,1
510,0.937679497518,-8.98575221554,0
511,0.116417160634,-7.43412074862,0
512,0.815587355975,-14.4212210374,1
513,0.104914248242,-10.4767348664,1
514,-0.123424702381,-19.1504899886,0
515,0.552109205121,-10.5012889502,0
516,-0.0467386899818,-2.59047873561,1
517,-0.436932132558,-4.72428445944,1
518,0.442725358523,-19.3301508352,0
519,-0.369520505695,-14.2303679101,0
520,0.113622382454,-15.041671057,1
521,0.0515965951331,-18.0514767449,0
522,0.265795421645,-9.84097795447,0
523,0.000731927235845,-14.3146726506,1
524,-0.0267141147832,-12.0412912343,1
525,0.489322794598,-11.7874057041,0
526,-0.79277841842,-12.2361662726,1
527,-0.878650014392,-16.029807602,1
528,0.628699893503,-19.8111385871,1
529,0.412421010529,-18.439633751,0
530,-0.984153792795,-4.86467503552,1
531,0.549647303939,-4.06805978302,1
532,-0.755534874798,-12.6319837134,0
533,-0.439739521661,-5.53029137197,0
534,-0.950487838452,-16.8116834336,1
535,0.0186820893393,-8.84153250895,1
536,-0.347314439237,-8.85639761283,0
537,-0.419757496276,-6.58362880553,1
538,-0.718530002068,-15.1156053236,1
539,0.995019929063,-6.62429339219,1
540,-0.675390957339,-3.80441481414,1
541,0.650215079898,-13.8375611025,0
542,-0.317564161926,-15.9520535826,0
543,0.180600682973,-7.21543146203,0
544,0.06825035364,-10.4651500508,1
545,-0.412531357767,-4.12603869144,1
546,0.266493475871,-15.0337716923,1
547,0.406345333401,-14.6717212688,0
548,-0.900278211249,-1.08004179355,1
549,0.696234535132,-11.3807075267,1
550,-0.699153656156,-18.8386037654,1
551,-0.0384406512699,-5.31772473606,0
552,0.983324857721,-13.368870589,0
553,0.156886356411,-2.74389499898,0
554,0.067418168494,-5.16489943862,1
555,-0.42074874027,-13.6975405729,0
556,0.500573187562,-14.4532059332,1
557,0.0490658736971,-1.18222530902,0
558,0.585006057024,-11.3111148499,0
559,-0.708225415595,-9.20404640704,1
560,-0.104268752646,-7.9100906132,1
561,-0.538334445012,-14.9412810491,1
562,-0.604977744834,-3.68220488811,0
563,0.561137611987,-17.6275747653,0
564,-0.209050056396,-9.48400693748,0
565,-0.31141797945,-5.50508269769,0
566,0.41800053558,-3.49202539908,0
567,-0.331593669496,-6.0563951766,1
568,0.938520437556,-17.2982818989,0
569,0.213751049165,-13.5597420914,0
570,0.0466898272653,-19.5545565678,1
571,0.247759340138,-10.3975914205,0
572,0.93091397309,-13.9819304371,0
573,0.10324368678,-6.9220089672,1
574,-0.946413740928,-12.0927770584,0
575,-0.568016329409,-2.44620002812,1
576,-0.644497346725,-1.73952707909,1
577,-0.941745813069,-9.22018937276,1
578,-0.134715462124,-8.29251529928,1
579,0.898400654336,-15.8488841559,1
580,0.314864756024,-9.23529161209,1
581,-0.869228734739,-18.9040696783,1
582,0.964204570888,-19.634929528,0
583,-0.453630427253,-3.29334325129,0
584,0.0249796606578,-10.830508202,0
585,-0.804555856915,-13.0950240637,1
586,-0.44048115935,-13.8686311701,0
587,0.608383390524,-8.94950646728,1
588,0.34401877252,-1.17425468809,0
589,-0.781127310298,-12.3274548726,0
590,0.940832272574,-15.4161294259,0
591,0.70212503764,-19.647471109,0
592,0.821024186389,-2.33780782231,1
593,-0.305420712293,-14.8994000051,1
594,0.711651826232,-15.9587130088,1
595,-0.3995354174,-1.6274168687,0
596,0.899111755947,-19.2178270883,1
597,-0.336382999161,-7.59466599912,0
598,0.828006093762,-17.3689927754,0
599,0.620995568579,-14.4219235078,0
600,0.627457369082,-5.17745107731,1
601,0.105907495682,-4.77382072405,1
602,0.950536579399,-19.9872299551,1
603,-0.533841864612,-11.4526176697,0
604,-0.641964637997,-19.2575592241,1
605,0.875627920069,-18.1810252616,0
606,0.10108268372,-10.2049393706,0
607,0.398303684756,-9.96022935161,1
608,-0.232916492028,-3.77126993935,0
609,-0.262555739732,-5.92928489526,1
610,0.826210860265,-17.83802127,0
611,-0.594239435525,-18.5112193368,0
612,-0.0457618086078,-6.83896458899,1
613,-0.506644769625,-2.13351711804,1
614,0.595238975727,-3.71397946513,1
615,-0.340844598681,-17.7670605419,0
616,-0.739307723012,-1.74671099606,0
617,-0.545601219809,-5.10670293001,0
618,-0.963358864843,-15.0770229847,0
619,0.0210115558468,-15.2965611906,1
620,0.232291030981,-2.42277063782,1
621,-0.264917222733,-10.98903198,0
622,0.646738009295,-18.7801941619,0
623,0.253867222251,-3.86855079255,0
624,0.732830994853,-9.96952660628,0
625,-0.551658165053,-17.773176383,0
626,-0.152473272092,-16.5347785371,0
627,0.819253329307,-6.03627792871,0
628,0.132739489189,-8.65487525765,0
629,-0.743835682105,-10.9836329302,1
630,-0.294804076693,-13.2095433317,1
631,-0.513094794813,-8.9127502928,1
632,-0.338878852915,-11.4414635269,0
633,-0.954638057353,-8.16481597302,0
634,0.433839475428,-8.84006676377,0
635,0.975500812944,-8.95659055877,1
636,-0.398371616936,-6.54846583475,0
637,-0.0976956477173,-11.2669191746,1
638,0.0684475374635,-17.7384847337,1
639,-0.279741257233,-14.3739184342,1
640,0.332472138775,-17.4594460993,0
641,0.945623913616,-10.8932974074,1
642,0.298404573659,-9.52889421996,0
643,-0.40086357476,-6.49038101815,1
644,-0.151662709156,-13.9943103961,0
645,0.849565593025,-4.52626969663,1
646,-0.0942093577497,-7.11029008011,1
647,-0.836930504757,-17.4621525855,0
648,-0.256415298885,-1.08238153115,0
649,0.284397555712,-3.94986090955,1
650,0.287698011871,-11.7167812612,0
651,-0.80769511115,-9.61927653007,1
652,0.883331308613,-18.1385756073,1
653,0.698012777666,-8.33577468457,1
654,-0.284897762266,-6.22220128032,0
655,0.120871262405,-10.1438199668,1
656,0.71551589094,-14.662299328,1
657,-0.664913851287,-8.64566492994,0
658,0.457914703877,-7.81242137066,0
659,-0.705703796791,-4.81138094543,1
660,0.461706288847,-11.3987851666,0
661,-0.367709274973,-2.37023429542,1
662,0.5666172437,-17.2271644724,0
663,-0.104060530458,-12.3721211372,1
664,-0.0505658158968,-17.5953240316,0
665,-0.215820944003,-17.2198504186,1
666,-0.737281587897,-14.9636875046,1
667,0.241260157152,-3.41794237162,1
668,0.672531132579,-6.63181696723,1
669,0.250096764559,-6.84891391305,1
670,0.131963338565,-2.86878596396,0
671,-0.851616628817,-2.9740861112,1
672,0.221920623337,-13.8148764089,1
673,-0.546689934535,-11.2197191725,1
674,-0.727091644927,-13.7633367203,0
675,0.174696403423,-18.0240780745,1
676,-0.167485227553,-6.45598064245,0
677,-0.683008170009,-16.3947446174,0
678,-0.922833208191,-1.39974119041,0
679,-0.568950519478,-3.87938851916,1
680,0.758907487556,-12.0137383416,1
681,0.518765588016,-9.76775249844,0
682,0.387137425027,-19.627412081,1
683,0.442893155131,-16.2149710784,0
684,0.451567049213,-5.73151485499,0
685,0.159932385068,-13.677119936,1
686,-0.974978515393,-1.45594441698,1
687,0.593623491374,-2.81955055451,0
688,-0.748097127147,-11.8281165353,0
689,-0.511952888346,-10.9011695661,1
690,0.257289571942,-4.95961618149,1
691,0.685245018094,-8.949792606,0
692,0.733275776314,-10.2172866682,1
693,0.556472796764,-5.66281662823,1
694,0.173059008857,-6.78339896033,0
695,-0.241228785508,-4.22950093952,1
696,-0.674554025174,-13.7794087997,1
697,-0.647779988338,-5.22309483666,1
698,-0.0657920785952,-4.89852940529,0
699,0.795561094578,-13.8010983792,1
700,-0.892628913632,-15.7770862726,1
701,0.48057470931,-12.8744224603,1
702,-0.0870550969622,-2.88954736251,1
703,-0.208800734181,-8.87828985994,0
704,-0.901608778263,-4.49829774285,0
705,0.738539821884,-18.7103580912,0
706,-0.188895013802,-10.548455129,1
707,-0.788752457132,-19.5493499528,1
708,-0.393453868749,-19.0164833542,0
709,-0.448121730384,-12.4213843712,1
710,-0.892757022795,-4.82532963037,0
711,-0.912673792839,-16.7978962284,1
