DeltaSVMScore,PWMFlankingScore,Label
-0.104614,-17400.56105,0
0.927873,-18489.04271,0
0,-19488.23185,0
-2.384758,-16827.90552,0
-2.527269,-14941.62051,1
0.002825,-16090.13428,0
0.278745,-17035.63486,0
-0.686333,-15645.81888,1
0.331381,-14319.26092,0
0,-16480.14255,0
0,-15642.42071,0
-0.526156,-16432.44496,0
-4.299638,-17060.41473,0
-1.488849,-15983.73006,0
1.15747,-15804.47418,0
0.963999,-15756.00051,0
1.035868,-15764.46239,0
-0.566694,-15965.95547,0
0,-15536.94223,0
-0.714345,-15085.77724,0
-0.6513,-16826.04203,0
0,-19854.15792,0
0,-19242.42472,0
0,-15030.37339,0
-0.605002,-15223.88533,0
1.55863,-16974.49327,1
3.209087,-18043.39274,0
0.667859,-16030.42894,0
0,-17138.61165,0
-0.535847,-16841.48372,1
0.341938,-16903.70483,0
-4.038297,-16220.52008,0
0.393349,-15917.7046,0
0,-15785.97161,0
0.488318,-15664.03718,0
-2.085742,-16498.57391,0
-1.272302,-16655.19647,0
2.120256,-16140.10658,0
0.040323,-17748.46439,0
-1.256788,-16283.20321,1
1.161469,-15907.31973,0
-1.380499,-17948.60862,0
1.48119,-16225.15863,0
0.086073,-16868.29516,0
0,-17661.73819,0
0.217063,-17302.23593,1
3.47121,-16273.94146,0
-0.089046,-19366.9087,0
-1.921931,-17264.93751,1
0,-14644.70747,0
0,-16188.34889,0
0.570572,-17727.59514,0
0,-14681.29038,1
0.659696,-18722.63561,0
0,-16885.50198,0
0.09376,-17026.1158,0
0.834254,-16314.1198,0
0.61553,-15810.66098,1
0.039973,-15795.68629,0
-4.148164,-16840.41282,0
0,-15929.48791,0
-0.351897,-16876.2853,0
-0.37321,-16599.87812,0
-0.445458,-15695.23555,0
-5.515582,-14751.18469,1
0.780127,-15759.45311,0
0.872949,-15657.24714,0
-0.726572,-15446.86824,0
0.660479,-16124.18556,0
-0.348178,-15773.3053,0
2.099397,-14637.35345,0
-1.374881,-16428.04683,0
-1.00649,-16945.13794,0
0,-15312.53519,0
0.049765,-18433.8023,0
2.116315,-14383.98053,1
0,-15940.30959,0
0,-16667.27655,0
0.138775,-16057.47029,0
-0.113958,-16693.55247,0
0.153803,-15000.785,0
0.261865,-17468.47995,0
0.451487,-15952.26102,1
-0.110161,-15216.19054,0
0.198157,-16101.63495,0
0,-14982.46675,0
0,-14793.99605,0
-1.145026,-15404.648,0
-0.334409,-14908.30511,0
0.879801,-15176.81373,0
0,-16315.75012,0
0,-15478.78354,0
-0.388798,-15484.60818,0
0,-15443.22023,0
-0.971484,-15330.03288,0
-2.286707,-15634.33538,0
1.395776,-15227.69043,0
0.718595,-15341.66883,0
0.051638,-17084.17703,0
3.259482,-16711.41732,0
-1.798564,-16885.04172,0
-11.568646,-16971.85553,1
-0.239152,-17683.78866,0
0.307168,-17491.20524,0
0.085694,-15783.29626,0
0,-16678.09262,0
0,-17579.12645,0
0,-17929.79643,0
-0.355039,-17381.73557,0
-4.273379,-14547.68129,0
0,-15368.01297,1
0.707987,-15615.23252,0
1.111976,-16735.32005,0
0.369927,-17512.73963,0
-0.009901,-18158.64385,0
-0.418349,-14452.94731,0
-0.594072,-16162.67111,0
0,-16463.99628,0
1.612432,-15489.13277,1
-1.270123,-16255.67237,0
-1.679603,-15003.48798,0
0.135825,-15664.75421,0
0,-16444.45,0
0.756351,-14614.9622,1
0.551672,-15778.4596,0
0,-15830.41886,1
-1.663766,-15577.79173,1
0.768754,-15214.25713,0
0.161311,-15350.53541,0
-9.469314,-16159.81299,1
-5.538474,-15785.01903,0
-0.192978,-15534.96648,0
0,-15435.02481,0
0,-15934.59306,0
0,-14048.90785,0
0.277448,-16732.05564,0
1.307069,-17597.10244,0
0.287223,-17456.32342,0
0.653545,-16744.74635,1
0,-18337.05327,0
-2.174331,-17387.73304,0
1.014591,-17039.88962,0
0,-15683.05857,0
0.924504,-15849.83022,0
0.422315,-16098.04917,0
0.900657,-17562.14606,0
0.498755,-15927.67688,0
0,-17672.18531,0
-0.960834,-16564.33671,0
-0.1074,-17228.46039,0
-0.428006,-17173.63302,0
0.374022,-17481.65883,0
-0.073218,-14786.35739,0
1.111595,-15650.78176,0
1.768744,-16569.0936,0
0,-16292.28534,0
-0.1454,-15429.38257,0
3.927213,-16222.58678,1
-0.895499,-16760.97272,0
0.609989,-16256.43185,0
0,-15386.15762,0
0,-14965.43814,1
-0.882558,-17702.77539,0
0,-15777.00487,0
0.434126,-17629.85902,1
-4.297924,-17221.52909,0
0.602469,-16458.19439,0
0,-15715.60823,0
0,-18050.74859,0
-0.920328,-15573.2861,0
-0.069636,-16149.85386,0
0.029289,-15200.44627,0
-2.939971,-17062.79463,1
1.428743,-17591.32035,0
0.133499,-17192.03281,0
0,-16423.68019,0
1.005865,-15483.66742,0
0.346491,-15427.12386,0
0.116493,-14627.15438,0
0,-15723.1038,0
0,-14912.86127,0
-0.985022,-14026.78247,1
-0.243534,-15223.71773,0
0.850825,-13579.01183,1
-0.047562,-17818.49605,0
0.273724,-15958.07324,0
0.085946,-17673.79466,0
-0.28567,-15804.50239,1
1.40456,-17704.48256,0
-0.294648,-17180.71713,0
-2.288478,-16595.95515,0
0,-16747.19007,0
-0.538839,-16566.31116,0
1.105983,-17605.70355,0
-2.019338,-16487.10832,1
-0.069967,-17582.78731,0
0.541143,-16871.95805,0
7.015948,-16864.87049,1
0,-16146.49899,0
0.756406,-16917.52525,0
4.351166,-18410.67497,0
-0.46878,-16388.47974,0
-0.239774,-16702.50659,1
-0.809061,-17125.82502,0
-1.171415,-16174.22527,0
-3.861404,-15502.61193,0
0,-14800.88862,0
0.027282,-14836.94904,0
0.761672,-14209.4271,0
-0.703531,-14597.73631,0
-1.659887,-17000.06281,0
0.019206,-15706.92311,0
-4.069948,-15898.85029,0
-0.814656,-17291.16782,0
-0.08877,-16044.47418,0
0.16588,-15248.42077,0
0,-15849.62189,0
-1.060078,-15751.04136,0
-1.684218,-16926.03434,0
-1.093133,-15765.00985,0
0.705836,-14844.98089,0
0,-15027.78456,0
0.152485,-14079.19054,0
0,-14938.55659,0
-0.459008,-15547.89889,0
0.93196,-15021.8486,0
0.175006,-15921.91113,0
0.524963,-14920.60218,0
-1.256449,-17455.76837,0
-6.344352,-18599.75536,1
-2.887957,-16592.20061,0
2.100773,-17845.05399,0
0.835683,-18572.01758,1
-1.247835,-17524.78018,0
-14.14241,-16920.42818,1
-3.135593,-17620.02283,1
-5.910955,-17082.52243,1
-5.113456,-17929.96099,1
0,-17588.61638,0
0.927873,-18489.04271,0
0.667866,-18164.87638,0
0.462921,-16114.71408,1
-2.384758,-16827.90552,0
0,-17848.04929,0
0.002825,-16090.13428,0
0,-16601.8881,1
0.278745,-17035.63486,0
-5.731905,-18588.05166,0
1.901312,-18292.73891,0
0,-15454.72864,0
0.726539,-15436.06215,0
0.211852,-17307.36599,0
0,-16480.14255,0
0.050369,-17849.22091,0
-0.526156,-16432.44496,0
-4.299638,-17060.41473,1
-0.680498,-17104.5078,0
-1.488849,-15983.73006,0
-3.386357,-15866.76806,0
-2.58951,-16475.83929,0
0,-15907.49441,1
-0.566694,-15965.95547,0
-1.102089,-17110.79125,0
0,-15536.94223,1
-0.714345,-15085.77724,0
0,-15516.0181,0
0.570323,-15920.60551,0
0,-15994.81817,1
0,-19854.15792,0
0,-16274.80066,0
-0.874254,-17756.96197,1
0.496178,-14728.97453,0
-0.940282,-19571.86876,0
9.549837,-20146.76312,1
-0.807126,-18381.56109,0
0.667859,-16030.42894,0
1.09962,-16662.7902,0
0,-17138.61165,0
-0.535847,-16841.48372,0
0,-14967.27245,0
-2.88334,-16615.10625,1
-0.376802,-17466.62642,0
-2.913408,-17970.63767,0
0,-15785.97161,0
0,-17488.60833,0
0,-17869.47542,0
0.486086,-16676.10766,0
-0.652369,-16937.44708,0
-0.033621,-16761.69265,0
-0.214825,-19322.75979,0
0.040323,-17748.46439,0
0,-15300.54091,1
1.161469,-15907.31973,0
0,-17808.50092,0
1.48119,-16225.15863,0
0,-17661.73819,0
-0.778589,-17201.81629,1
-3.209942,-16140.36566,0
0,-14681.29038,1
2.035206,-16895.12743,0
0.12861,-16686.92319,0
-19.36782,-17538.48756,1
0.834254,-16314.1198,0
0.039973,-15795.68629,0
0,-13939.91754,0
0.060693,-16372.66683,0
-0.245324,-16428.8145,0
0.59415,-15615.6689,0
0,-15359.32278,0
0.569697,-14697.66907,0
0,-16519.98848,0
0.780127,-15759.45311,0
1.123577,-17432.24407,0
0.872949,-15657.24714,0
-0.726572,-15446.86824,0
-9.169351,-16791.23686,1
0,-17419.79209,0
-0.000909,-18008.23793,0
-0.309119,-16085.59103,0
-1.374881,-16428.04683,0
-1.00649,-16945.13794,0
0,-15312.53519,0
0.049765,-18433.8023,0
-0.438987,-14426.27879,0
0.094073,-15787.40971,1
2.116315,-14383.98053,1
0.531516,-15854.89733,0
0.891374,-14682.99465,0
-0.647686,-14845.72257,0
-2.008243,-16157.59518,0
1.257667,-15836.72507,0
0,-18652.40588,1
-0.388215,-16835.99349,1
0.998771,-15317.12889,0
0.153803,-15000.785,0
-0.282057,-15308.33701,0
0.261865,-17468.47995,0
-0.800052,-15594.76778,1
0,-16770.35773,0
-8.950079,-15946.58859,1
0.243153,-15215.04362,0
0,-16744.80356,0
-1.835207,-15330.60344,1
0,-15983.19313,1
-0.61438,-17643.49482,0
0,-16759.12659,0
0,-15690.54994,1
0,-16880.52101,0
0,-17177.13784,0
0,-15953.15122,1
0,-15276.22041,0
0,-15871.04763,1
0.198157,-16101.63495,0
-13.074664,-15071.28147,1
0,-14982.46675,0
1.636143,-14299.71082,0
0.879801,-15176.81373,0
0,-17162.81655,0
0,-14595.36979,1
0,-16426.22948,0
0.738557,-14674.02786,0
-4.604999,-15640.56072,0
0.163959,-18002.29274,0
-0.869198,-15407.02679,1
2.020569,-15500.71654,0
0.754595,-15234.79131,0
3.259482,-16711.41732,0
-1.798564,-16885.04172,0
-1.218652,-18249.28745,0
0.307168,-17491.20524,0
0.538573,-17509.33713,0
-0.355039,-17381.73557,0
0,-15368.01297,1
-0.647365,-16386.10985,0
0.707987,-15615.23252,0
1.111976,-16735.32005,0
-0.917817,-15354.37724,0
-0.520143,-17566.02676,0
-0.388815,-15910.47369,0
-3.211232,-14653.58222,0
-0.278913,-14358.82569,0
0,-17403.68006,1
-0.505915,-16727.7382,0
-4.538183,-16852.61214,1
-1.401463,-16388.04436,0
-0.515416,-17578.01188,0
-1.679603,-15003.48798,0
-0.645979,-17482.80848,1
-1.663766,-15577.79173,1
0.768754,-15214.25713,0
-0.578136,-15206.85678,0
0.161311,-15350.53541,0
1.053204,-17253.8666,1
-0.245209,-15469.56966,0
-9.469314,-16159.81299,1
-4.101603,-16118.53487,0
-0.502239,-14546.63221,0
-0.12714,-17360.94662,0
-5.538474,-15785.01903,1
0.944003,-15270.5561,0
-0.192978,-15534.96648,0
0,-15435.02481,0
0,-15934.59306,0
0,-14048.90785,0
-2.418149,-17682.32188,1
1.437511,-16363.16424,1
0.565271,-17309.69023,0
0.924504,-15849.83022,0
0.422315,-16098.04917,0
1.050311,-18251.64879,0
0.498755,-15927.67688,0
0,-17672.18531,0
0.432648,-16708.41361,0
-0.960834,-16564.33671,0
-0.428006,-17173.63302,0
0.374022,-17481.65883,0
0,-18016.77909,0
2.169057,-16806.89306,0
-0.499971,-16649.79322,0
-1.170359,-14339.613,0
-0.1454,-15429.38257,0
-5.689162,-15274.99658,1
1.523981,-22324.29392,0
-0.895499,-16760.97272,0
1.918911,-15600.31349,0
-8.599754,-15860.56262,0
8.895381,-16662.56646,0
0.013663,-15103.54138,0
0.5896,-16340.83101,0
0,-15278.59392,0
0,-17666.50017,1
1.44874,-14717.27406,0
0,-15777.00487,0
-11.311509,-14300.26445,0
-7.276192,-13888.0387,1
0.602469,-16458.19439,0
0,-15627.93793,1
0,-15715.60823,0
-1.349433,-15765.31275,0
0.452254,-16603.99292,0
0,-15045.40668,0
-3.951733,-13622.30794,0
1.779419,-17672.69169,0
0,-15613.89935,0
0.029289,-15200.44627,0
-2.939971,-17062.79463,1
0.133499,-17192.03281,0
0,-16277.63601,0
1.005865,-15483.66742,0
1.890853,-16621.08306,1
-1.123705,-15548.56893,1
0.608904,-15020.08968,0
0,-15802.73524,0
1.444179,-15390.54717,0
0,-15044.21558,1
4.83501,-15652.76666,0
0,-15086.17618,0
-1.490095,-15128.86912,1
-2.658168,-13818.73775,0
0.068566,-14116.96671,0
4.038638,-17140.22141,0
1.076834,-18507.92116,0
-3.400012,-15948.94531,0
-0.294648,-17180.71713,0
0,-16747.19007,0
0.025017,-15697.50701,0
-0.285335,-16388.72759,1
0,-16200.29694,0
1.204817,-16602.07035,0
-0.347093,-17760.54718,0
-0.325598,-16893.96275,1
0.219881,-15631.35693,0
-0.069967,-17582.78731,0
0.541143,-16871.95805,0
0,-16146.49899,0
4.351166,-18410.67497,0
0.659026,-16551.87503,0
0.431751,-15918.86886,0
0.583814,-17389.84417,0
2.978008,-17194.46557,0
0,-15733.62857,0
-1.120707,-16307.92796,0
-1.123063,-16379.34298,0
2.462978,-15532.30461,0
0,-14239.04646,0
0.761672,-14209.4271,0
-0.484556,-14909.80045,0
-2.787682,-15433.12035,0
0,-15927.58954,0
-1.182928,-17182.7413,0
0,-17811.79372,0
0,-16772.25043,1
0,-15332.10981,0
0.019206,-15706.92311,0
-0.814656,-17291.16782,1
-0.152818,-14688.26903,0
-0.08877,-16044.47418,1
0.539234,-16144.39242,0
0,-16515.31397,0
